icd_code,count,long_title
04R50JZ,1,"Replacement of Superior Mesenteric Artery with Synthetic Substitute, Open Approach"
04RA0JZ,1,"Replacement of Left Renal Artery with Synthetic Substitute, Open Approach"
04R90JZ,1,"Replacement of Right Renal Artery with Synthetic Substitute, Open Approach"
0PSR34Z,1,"Reposition Right Thumb Phalanx with Internal Fixation Device, Percutaneous Approach"
04L93ZZ,1,"Occlusion of Right Renal Artery, Percutaneous Approach"
0T7D3ZZ,1,"Dilation of Urethra, Percutaneous Approach"
027W3ZZ,2,"Dilation of Thoracic Aorta, Descending, Percutaneous Approach"
0B5H8ZZ,1,"Destruction of Lung Lingula, Via Natural or Artificial Opening Endoscopic"
B514YZA,6,"Fluoroscopy of Left Jugular Veins using Other Contrast, Guidance"
05774ZZ,1,"Dilation of Right Axillary Vein, Percutaneous Endoscopic Approach"
0DUG07Z,2,"Supplement Left Large Intestine with Autologous Tissue Substitute, Open Approach"
3E0430P,1,"Introduction of Clofarabine into Central Vein, Percutaneous Approach"
0NQF0ZZ,1,"Repair Right Ethmoid Bone, Open Approach"
00U60KZ,2,"Supplement Cerebral Ventricle with Nonautologous Tissue Substitute, Open Approach"
00Q60ZZ,1,"Repair Cerebral Ventricle, Open Approach"
09US07Z,2,"Supplement Right Frontal Sinus with Autologous Tissue Substitute, Open Approach"
09UT07Z,1,"Supplement Left Frontal Sinus with Autologous Tissue Substitute, Open Approach"
09JY0ZZ,1,"Inspection of Sinus, Open Approach"
0JHF3XZ,4,"Insertion of Tunneled Vascular Access Device into Left Upper Arm Subcutaneous Tissue and Fascia, Percutaneous Approach"
0W9C3ZZ,4,"Drainage of Mediastinum, Percutaneous Approach"
0210089,2,"Bypass Coronary Artery, One Artery from Left Internal Mammary with Zooplastic Tissue, Open Approach"
0DB53ZX,1,"Excision of Esophagus, Percutaneous Approach, Diagnostic"
0DW58DZ,2,"Revision of Intraluminal Device in Esophagus, Via Natural or Artificial Opening Endoscopic"
0HR8X74,4,"Replacement of Buttock Skin with Autologous Tissue Substitute, Partial Thickness, External Approach"
00560ZZ,1,"Destruction of Cerebral Ventricle, Open Approach"
03H33DZ,3,"Insertion of Intraluminal Device into Right Subclavian Artery, Percutaneous Approach"
047A3ZZ,1,"Dilation of Left Renal Artery, Percutaneous Approach"
0DV64ZZ,1,"Restriction of Stomach, Percutaneous Endoscopic Approach"
0CJY0ZZ,1,"Inspection of Mouth and Throat, Open Approach"
0K9S3ZZ,2,"Drainage of Right Lower Leg Muscle, Percutaneous Approach"
0C57XZZ,1,"Destruction of Tongue, External Approach"
0CQ20ZZ,1,"Repair Hard Palate, Open Approach"
04LQ0ZZ,1,"Occlusion of Left Anterior Tibial Artery, Open Approach"
0YJ53ZZ,1,"Inspection of Right Inguinal Region, Percutaneous Approach"
0FBC4ZX,1,"Excision of Ampulla of Vater, Percutaneous Endoscopic Approach, Diagnostic"
0D1B074,1,"Bypass Ileum to Cutaneous with Autologous Tissue Substitute, Open Approach"
0UB27ZZ,1,"Excision of Bilateral Ovaries, Via Natural or Artificial Opening"
0UB77ZZ,1,"Excision of Bilateral Fallopian Tubes, Via Natural or Artificial Opening"
0U9G4ZZ,1,"Drainage of Vagina, Percutaneous Endoscopic Approach"
05LC3ZZ,1,"Occlusion of Left Basilic Vein, Percutaneous Approach"
7533,1,Fetal blood sampling and biopsy
0JH63YZ,2,"Insertion of Other Device into Chest Subcutaneous Tissue and Fascia, Percutaneous Approach"
06L24CZ,2,"Occlusion of Gastric Vein with Extraluminal Device, Percutaneous Endoscopic Approach"
7221,1,Mid forceps operation with episiotomy
0UCGXZZ,2,"Extirpation of Matter from Vagina, External Approach"
0JCB3ZZ,1,"Extirpation of Matter from Perineum Subcutaneous Tissue and Fascia, Percutaneous Approach"
0SS904Z,3,"Reposition Right Hip Joint with Internal Fixation Device, Open Approach"
0Q820ZZ,3,"Division of Right Pelvic Bone, Open Approach"
03CB3ZZ,4,"Extirpation of Matter from Right Radial Artery, Percutaneous Approach"
2W5MX6Z,1,Removal of Pressure Dressing on Left Lower Extremity
0Q983ZX,1,"Drainage of Right Femoral Shaft, Percutaneous Approach, Diagnostic"
0F767ZZ,2,"Dilation of Left Hepatic Duct, Via Natural or Artificial Opening"
0F757ZZ,1,"Dilation of Right Hepatic Duct, Via Natural or Artificial Opening"
0FWB3YZ,1,"Revision of Other Device in Hepatobiliary Duct, Percutaneous Approach"
047D3D6,2,"Dilation of Left Common Iliac Artery, Bifurcation, with Intraluminal Device, Percutaneous Approach"
0RJL3ZZ,2,"Inspection of Right Elbow Joint, Percutaneous Approach"
0FN20ZZ,1,"Release Left Lobe Liver, Open Approach"
4A0H7CZ,5,"Measurement of Products of Conception, Cardiac Rate, Via Natural or Artificial Opening"
0T9440Z,1,"Drainage of Left Kidney Pelvis with Drainage Device, Percutaneous Endoscopic Approach"
0HD2XZZ,3,"Extraction of Right Ear Skin, External Approach"
09P770Z,1,"Removal of Drainage Device from Right Tympanic Membrane, Via Natural or Artificial Opening"
0SGL0ZZ,2,"Fusion of Left Tarsometatarsal Joint, Open Approach"
0DDE4ZX,1,"Extraction of Large Intestine, Percutaneous Endoscopic Approach, Diagnostic"
0XBH0ZZ,2,"Excision of Left Wrist Region, Open Approach"
0RHP08Z,2,"Insertion of Spacer into Left Wrist Joint, Open Approach"
0RSL0ZZ,1,"Reposition Right Elbow Joint, Open Approach"
B30TZZZ,1,Plain Radiography of Left Pulmonary Artery
0PPK04Z,2,"Removal of Internal Fixation Device from Right Ulna, Open Approach"
0D987ZZ,2,"Drainage of Small Intestine, Via Natural or Artificial Opening"
00W03MZ,1,"Revision of Neurostimulator Lead in Brain, Percutaneous Approach"
0DH68DZ,3,"Insertion of Intraluminal Device into Stomach, Via Natural or Artificial Opening Endoscopic"
0D5N4ZZ,1,"Destruction of Sigmoid Colon, Percutaneous Endoscopic Approach"
XW043H6,2,"Introduction of Other New Technology Monoclonal Antibody into Central Vein, Percutaneous Approach, New Technology Group 6"
0DBQ0ZX,1,"Excision of Anus, Open Approach, Diagnostic"
0QHK05Z,1,"Insertion of External Fixation Device into Left Fibula, Open Approach"
0SSD04Z,1,"Reposition Left Knee Joint with Internal Fixation Device, Open Approach"
0MRP07Z,1,"Replacement of Left Knee Bursa and Ligament with Autologous Tissue Substitute, Open Approach"
0LRR07Z,1,"Replacement of Left Knee Tendon with Autologous Tissue Substitute, Open Approach"
0301,2,Removal of foreign body from spinal canal
0T910ZZ,1,"Drainage of Left Kidney, Open Approach"
0271376,1,"Dilation of Coronary Artery, Two Arteries, Bifurcation, with Four or More Drug-eluting Intraluminal Devices, Percutaneous Approach"
2W32XYZ,2,Immobilization of Neck using Other Device
047K37Z,2,"Dilation of Right Femoral Artery with Four or More Drug-eluting Intraluminal Devices, Percutaneous Approach"
04UR07Z,1,"Supplement Right Posterior Tibial Artery with Autologous Tissue Substitute, Open Approach"
01BB0ZX,2,"Excision of Lumbar Nerve, Open Approach, Diagnostic"
0NS50ZZ,1,"Reposition Right Temporal Bone, Open Approach"
0RG70ZJ,2,"Fusion of 2 to 7 Thoracic Vertebral Joints, Posterior Approach, Anterior Column, Open Approach"
0RGA0KJ,2,"Fusion of Thoracolumbar Vertebral Joint with Nonautologous Tissue Substitute, Posterior Approach, Anterior Column, Open Approach"
0RB60ZZ,2,"Excision of Thoracic Vertebral Joint, Open Approach"
8581,3,Suture of laceration of breast
B31U0ZZ,1,Fluoroscopy of Pulmonary Trunk using High Osmolar Contrast
0QSC0BZ,2,"Reposition Left Lower Femur with Monoplanar External Fixation Device, Open Approach"
0RS604Z,1,"Reposition Thoracic Vertebral Joint with Internal Fixation Device, Open Approach"
0B9D4ZZ,1,"Drainage of Right Middle Lung Lobe, Percutaneous Endoscopic Approach"
0Y9700Z,1,"Drainage of Right Femoral Region with Drainage Device, Open Approach"
08BA3ZX,1,"Excision of Right Choroid, Percutaneous Approach, Diagnostic"
08H031Z,1,"Insertion of Radioactive Element into Right Eye, Percutaneous Approach"
D810B9Z,1,Low Dose Rate (LDR) Brachytherapy of Eye using Iodine 125 (I-125)
08P03YZ,1,"Removal of Other Device from Right Eye, Percutaneous Approach"
0PBD3ZX,3,"Excision of Left Humeral Head, Percutaneous Approach, Diagnostic"
0XQM0ZZ,2,"Repair Left Thumb, Open Approach"
0KD40ZZ,1,"Extraction of Tongue, Palate, Pharynx Muscle, Open Approach"
0CCR8ZZ,3,"Extirpation of Matter from Epiglottis, Via Natural or Artificial Opening Endoscopic"
0CC7XZZ,1,"Extirpation of Matter from Tongue, External Approach"
1121,1,Scraping of cornea for smear or culture
0802,1,Severing of blepharorrhaphy
06CN0ZZ,2,"Extirpation of Matter from Left Femoral Vein, Open Approach"
0CQV8ZZ,1,"Repair Left Vocal Cord, Via Natural or Artificial Opening Endoscopic"
0CQT8ZZ,5,"Repair Right Vocal Cord, Via Natural or Artificial Opening Endoscopic"
047M0ZZ,1,"Dilation of Right Popliteal Artery, Open Approach"
0KHX3YZ,2,"Insertion of Other Device into Upper Muscle, Percutaneous Approach"
0QTF0ZZ,3,"Resection of Left Patella, Open Approach"
0RGW07Z,4,"Fusion of Right Finger Phalangeal Joint with Autologous Tissue Substitute, Open Approach"
0JXJ0ZC,3,"Transfer Right Hand Subcutaneous Tissue and Fascia with Skin, Subcutaneous Tissue and Fascia, Open Approach"
09B77ZX,1,"Excision of Right Tympanic Membrane, Via Natural or Artificial Opening, Diagnostic"
09B50ZX,1,"Excision of Right Middle Ear, Open Approach, Diagnostic"
02L70DK,1,"Occlusion of Left Atrial Appendage with Intraluminal Device, Open Approach"
0B528ZZ,9,"Destruction of Carina, Via Natural or Artificial Opening Endoscopic"
04HL3DZ,3,"Insertion of Intraluminal Device into Left Femoral Artery, Percutaneous Approach"
08R8XKZ,3,"Replacement of Right Cornea with Nonautologous Tissue Substitute, External Approach"
08LY7ZZ,1,"Occlusion of Left Lacrimal Duct, Via Natural or Artificial Opening"
08LX7ZZ,1,"Occlusion of Right Lacrimal Duct, Via Natural or Artificial Opening"
0XH833Z,2,"Insertion of Infusion Device into Right Upper Arm, Percutaneous Approach"
DUY07ZZ,1,Contact Radiation of Ovary
0QB43ZX,3,"Excision of Right Acetabulum, Percutaneous Approach, Diagnostic"
0TC10ZZ,1,"Extirpation of Matter from Left Kidney, Open Approach"
0JQH3ZZ,3,"Repair Left Lower Arm Subcutaneous Tissue and Fascia, Percutaneous Approach"
0MDT0ZZ,1,"Extraction of Left Foot Bursa and Ligament, Open Approach"
0FHB32Z,1,"Insertion of Monitoring Device into Hepatobiliary Duct, Percutaneous Approach"
0TF6XZZ,1,"Fragmentation in Right Ureter, External Approach"
4850,1,"Abdominoperineal resection of the rectum, not otherwise specified"
03CA0ZZ,3,"Extirpation of Matter from Left Ulnar Artery, Open Approach"
0KCT0ZZ,5,"Extirpation of Matter from Left Lower Leg Muscle, Open Approach"
041K0KL,3,"Bypass Right Femoral Artery to Popliteal Artery with Nonautologous Tissue Substitute, Open Approach"
05BF4ZZ,1,"Excision of Left Cephalic Vein, Percutaneous Endoscopic Approach"
0NBG0ZZ,4,"Excision of Left Ethmoid Bone, Open Approach"
0NRQ07Z,3,"Replacement of Left Orbit with Autologous Tissue Substitute, Open Approach"
0NTQ0ZZ,1,"Resection of Left Orbit, Open Approach"
08T1XZZ,2,"Resection of Left Eye, External Approach"
03UR07Z,1,"Supplement Face Artery with Autologous Tissue Substitute, Open Approach"
05UV07Z,1,"Supplement Left Face Vein with Autologous Tissue Substitute, Open Approach"
0YBN0ZX,2,"Excision of Left Foot, Open Approach, Diagnostic"
0D730ZZ,1,"Dilation of Lower Esophagus, Open Approach"
0V9C3ZZ,1,"Drainage of Bilateral Testes, Percutaneous Approach"
0BNK8ZZ,1,"Release Right Lung, Via Natural or Artificial Opening Endoscopic"
0DV48DZ,2,"Restriction of Esophagogastric Junction with Intraluminal Device, Via Natural or Artificial Opening Endoscopic"
0TSB4ZZ,3,"Reposition Bladder, Percutaneous Endoscopic Approach"
B213110,1,"Fluoroscopy of Multiple Coronary Artery Bypass Grafts using Low Osmolar Contrast, Laser Intraoperative"
B31G0ZZ,1,Fluoroscopy of Bilateral Vertebral Arteries using High Osmolar Contrast
037L3FZ,1,"Dilation of Left Internal Carotid Artery with Three Intraluminal Devices, Percutaneous Approach"
DU1298Z,5,High Dose Rate (HDR) Brachytherapy of Uterus using Iridium 192 (Ir-192)
04Q40ZZ,2,"Repair Splenic Artery, Open Approach"
09QT8ZZ,1,"Repair Left Frontal Sinus, Via Natural or Artificial Opening Endoscopic"
0NBG4ZZ,1,"Excision of Left Ethmoid Bone, Percutaneous Endoscopic Approach"
00BM3ZZ,1,"Excision of Facial Nerve, Percutaneous Approach"
C71L1ZZ,2,Planar Nuclear Medicine Imaging of Upper Chest Lymphatics using Technetium 99m (Tc-99m)
08Q7XZZ,5,"Repair Left Sclera, External Approach"
08QTXZZ,1,"Repair Left Conjunctiva, External Approach"
08QM0ZZ,1,"Repair Left Extraocular Muscle, Open Approach"
2W0RX6Z,4,Change Pressure Dressing on Left Lower Leg
0FS00ZZ,1,"Reposition Liver, Open Approach"
0QR20KZ,1,"Replacement of Right Pelvic Bone with Nonautologous Tissue Substitute, Open Approach"
07Q40ZZ,4,"Repair Left Upper Extremity Lymphatic, Open Approach"
0HUT0JZ,1,"Supplement Right Breast with Synthetic Substitute, Open Approach"
0H0T07Z,1,"Alteration of Right Breast with Autologous Tissue Substitute, Open Approach"
0TS00ZZ,1,"Reposition Right Kidney, Open Approach"
2Y43X5Z,2,Packing of Anorectal Region using Packing Material
0T180ZA,1,"Bypass Bilateral Ureters to Ileum, Open Approach"
027V34Z,3,"Dilation of Superior Vena Cava with Drug-eluting Intraluminal Device, Percutaneous Approach"
041M3JS,1,"Bypass Right Popliteal Artery to Lower Extremity Vein with Synthetic Substitute, Percutaneous Approach"
0KB00ZX,1,"Excision of Head Muscle, Open Approach, Diagnostic"
2W10X6Z,1,Compression of Head using Pressure Dressing
XW04372,1,"Introduction of Inactivated Coagulation Factor Xa into Central Vein, Percutaneous Approach, New Technology Group 2"
0RG40Z1,3,"Fusion of Cervicothoracic Vertebral Joint, Posterior Approach, Posterior Column, Open Approach"
B30RZZZ,1,Plain Radiography of Intracranial Arteries
047L3GZ,2,"Dilation of Left Femoral Artery with Four or More Intraluminal Devices, Percutaneous Approach"
0TQ68ZZ,1,"Repair Right Ureter, Via Natural or Artificial Opening Endoscopic"
0J583ZZ,1,"Destruction of Abdomen Subcutaneous Tissue and Fascia, Percutaneous Approach"
XW043G6,1,"Introduction of REGN-COV2 Monoclonal Antibody into Central Vein, Percutaneous Approach, New Technology Group 6"
0Q923ZX,1,"Drainage of Right Pelvic Bone, Percutaneous Approach, Diagnostic"
0C990ZZ,1,"Drainage of Left Parotid Gland, Open Approach"
009X0ZZ,1,"Drainage of Thoracic Spinal Cord, Open Approach"
0LS34ZZ,2,"Reposition Right Upper Arm Tendon, Percutaneous Endoscopic Approach"
0PB94ZZ,1,"Excision of Right Clavicle, Percutaneous Endoscopic Approach"
0PSH06Z,1,"Reposition Right Radius with Intramedullary Internal Fixation Device, Open Approach"
2W3MX2Z,1,Immobilization of Left Lower Extremity using Cast
0SPBX0Z,1,"Removal of Drainage Device from Left Hip Joint, External Approach"
4974,1,Gracilis muscle transplant for anal incontinence
0F7C3DZ,1,"Dilation of Ampulla of Vater with Intraluminal Device, Percutaneous Approach"
06104J5,1,"Bypass Inferior Vena Cava to Superior Mesenteric Vein with Synthetic Substitute, Percutaneous Endoscopic Approach"
06LY3CZ,1,"Occlusion of Lower Vein with Extraluminal Device, Percutaneous Approach"
BB24Y0Z,1,"Computerized Tomography (CT Scan) of Bilateral Lungs using Other Contrast, Unenhanced and Enhanced"
0T7D4DZ,3,"Dilation of Urethra with Intraluminal Device, Percutaneous Endoscopic Approach"
0F523ZF,1,"Destruction of Left Lobe Liver using Irreversible Electroporation, Percutaneous Approach"
0NB53ZX,1,"Excision of Right Temporal Bone, Percutaneous Approach, Diagnostic"
09B98ZX,1,"Excision of Right Auditory Ossicle, Via Natural or Artificial Opening Endoscopic, Diagnostic"
09B37ZX,1,"Excision of Right External Auditory Canal, Via Natural or Artificial Opening, Diagnostic"
0PDG0ZZ,2,"Extraction of Left Humeral Shaft, Open Approach"
B515YZA,1,"Fluoroscopy of Bilateral Jugular Veins using Other Contrast, Guidance"
05L03DZ,1,"Occlusion of Azygos Vein with Intraluminal Device, Percutaneous Approach"
02VR3DZ,1,"Restriction of Left Pulmonary Artery with Intraluminal Device, Percutaneous Approach"
B2160ZZ,1,Fluoroscopy of Right and Left Heart using High Osmolar Contrast
00BL0ZZ,1,"Excision of Abducens Nerve, Open Approach"
0X9C0ZZ,1,"Drainage of Left Elbow Region, Open Approach"
0C9W0Z1,1,"Drainage of Upper Tooth, Open Approach, Multiple"
05LA3DZ,1,"Occlusion of Left Brachial Vein with Intraluminal Device, Percutaneous Approach"
047J3FZ,1,"Dilation of Left External Iliac Artery with Three Intraluminal Devices, Percutaneous Approach"
8194,1,Suture of capsule or ligament of ankle and foot
04L24DZ,1,"Occlusion of Gastric Artery with Intraluminal Device, Percutaneous Endoscopic Approach"
0SJ9XZZ,1,"Inspection of Right Hip Joint, External Approach"
04LY3ZZ,2,"Occlusion of Lower Artery, Percutaneous Approach"
00PUX3Z,3,"Removal of Infusion Device from Spinal Canal, External Approach"
041N09M,3,"Bypass Left Popliteal Artery to Peroneal Artery with Autologous Venous Tissue, Open Approach"
3325,1,Open biopsy of bronchus
04HY03Z,1,"Insertion of Infusion Device into Lower Artery, Open Approach"
06HY03Z,1,"Insertion of Infusion Device into Lower Vein, Open Approach"
037H0DZ,1,"Dilation of Right Common Carotid Artery with Intraluminal Device, Open Approach"
059F3ZZ,1,"Drainage of Left Cephalic Vein, Percutaneous Approach"
02S10ZZ,1,"Reposition Coronary Artery, Two Arteries, Open Approach"
04VH0DZ,1,"Restriction of Right External Iliac Artery with Intraluminal Device, Open Approach"
0SR9019,3,"Replacement of Right Hip Joint with Metal Synthetic Substitute, Cemented, Open Approach"
00BY3ZX,1,"Excision of Lumbar Spinal Cord, Percutaneous Approach, Diagnostic"
0G923ZX,1,"Drainage of Left Adrenal Gland, Percutaneous Approach, Diagnostic"
0D783ZZ,1,"Dilation of Small Intestine, Percutaneous Approach"
0RJJXZZ,2,"Inspection of Right Shoulder Joint, External Approach"
0SRG0JZ,2,"Replacement of Left Ankle Joint with Synthetic Substitute, Open Approach"
0TU747Z,2,"Supplement Left Ureter with Autologous Tissue Substitute, Percutaneous Endoscopic Approach"
0DL57ZZ,1,"Occlusion of Esophagus, Via Natural or Artificial Opening"
0DU38JZ,1,"Supplement Lower Esophagus with Synthetic Substitute, Via Natural or Artificial Opening Endoscopic"
DF23JZZ,1,Stereotactic Gamma Beam Radiosurgery of Pancreas
8922,2,Cystometrogram
0H0T37Z,2,"Alteration of Right Breast with Autologous Tissue Substitute, Percutaneous Approach"
06H433Z,1,"Insertion of Infusion Device into Hepatic Vein, Percutaneous Approach"
08933ZZ,5,"Drainage of Left Anterior Chamber, Percutaneous Approach"
03QJ0ZZ,1,"Repair Left Common Carotid Artery, Open Approach"
0S900ZX,2,"Drainage of Lumbar Vertebral Joint, Open Approach, Diagnostic"
04U00KZ,2,"Supplement Abdominal Aorta with Nonautologous Tissue Substitute, Open Approach"
0WCRXZZ,1,"Extirpation of Matter from Genitourinary Tract, External Approach"
0X6R0Z3,4,"Detachment at Left Middle Finger, Low, Open Approach"
9765,4,Removal of urethral stent
0CB70ZX,3,"Excision of Tongue, Open Approach, Diagnostic"
0CR607Z,1,"Replacement of Lower Gingiva with Autologous Tissue Substitute, Open Approach"
0NSX0ZZ,1,"Reposition Hyoid Bone, Open Approach"
0D5F8ZZ,1,"Destruction of Right Large Intestine, Via Natural or Artificial Opening Endoscopic"
0F598ZZ,2,"Destruction of Common Bile Duct, Via Natural or Artificial Opening Endoscopic"
0WP030Z,1,"Removal of Drainage Device from Head, Percutaneous Approach"
0BND0ZZ,1,"Release Right Middle Lung Lobe, Open Approach"
0SRU0JA,1,"Replacement of Left Knee Joint, Femoral Surface with Synthetic Substitute, Uncemented, Open Approach"
06LQ0ZZ,1,"Occlusion of Left Saphenous Vein, Open Approach"
04HC0DZ,1,"Insertion of Intraluminal Device into Right Common Iliac Artery, Open Approach"
04HH0DZ,1,"Insertion of Intraluminal Device into Right External Iliac Artery, Open Approach"
0NU10KZ,2,"Supplement Frontal Bone with Nonautologous Tissue Substitute, Open Approach"
0U993ZX,2,"Drainage of Uterus, Percutaneous Approach, Diagnostic"
041L4JL,1,"Bypass Left Femoral Artery to Popliteal Artery with Synthetic Substitute, Percutaneous Endoscopic Approach"
06BM4ZZ,3,"Excision of Right Femoral Vein, Percutaneous Endoscopic Approach"
0TS10ZZ,2,"Reposition Left Kidney, Open Approach"
0TN40ZZ,1,"Release Left Kidney Pelvis, Open Approach"
0DH08YZ,1,"Insertion of Other Device into Upper Intestinal Tract, Via Natural or Artificial Opening Endoscopic"
0DP08YZ,1,"Removal of Other Device from Upper Intestinal Tract, Via Natural or Artificial Opening Endoscopic"
03RH0JZ,2,"Replacement of Right Common Carotid Artery with Synthetic Substitute, Open Approach"
05LM0ZZ,1,"Occlusion of Right Internal Jugular Vein, Open Approach"
0RCU0ZZ,1,"Extirpation of Matter from Right Metacarpophalangeal Joint, Open Approach"
0PN30ZZ,1,"Release Cervical Vertebra, Open Approach"
0S5D0ZZ,1,"Destruction of Left Knee Joint, Open Approach"
0RBN4ZZ,1,"Excision of Right Wrist Joint, Percutaneous Endoscopic Approach"
0RJN4ZZ,1,"Inspection of Right Wrist Joint, Percutaneous Endoscopic Approach"
0DHB7DZ,1,"Insertion of Intraluminal Device into Ileum, Via Natural or Artificial Opening"
0JBQ3ZZ,3,"Excision of Right Foot Subcutaneous Tissue and Fascia, Percutaneous Approach"
0Q5C3ZZ,1,"Destruction of Left Lower Femur, Percutaneous Approach"
03L10ZZ,2,"Occlusion of Left Internal Mammary Artery, Open Approach"
0SGD04Z,1,"Fusion of Left Knee Joint with Internal Fixation Device, Open Approach"
0PHJ06Z,2,"Insertion of Intramedullary Internal Fixation Device into Left Radius, Open Approach"
0RHV34Z,4,"Insertion of Internal Fixation Device into Left Metacarpophalangeal Joint, Percutaneous Approach"
0KWX07Z,1,"Revision of Autologous Tissue Substitute in Upper Muscle, Open Approach"
0RPP04Z,2,"Removal of Internal Fixation Device from Left Wrist Joint, Open Approach"
0RHP04Z,1,"Insertion of Internal Fixation Device into Left Wrist Joint, Open Approach"
0RNTXZZ,1,"Release Left Carpometacarpal Joint, External Approach"
0RNMXZZ,2,"Release Left Elbow Joint, External Approach"
0RNVXZZ,5,"Release Left Metacarpophalangeal Joint, External Approach"
0PPC0JZ,1,"Removal of Synthetic Substitute from Right Humeral Head, Open Approach"
0J8F0ZZ,2,"Division of Left Upper Arm Subcutaneous Tissue and Fascia, Open Approach"
0X3C0ZZ,1,"Control Bleeding in Left Elbow Region, Open Approach"
0MBQ0ZZ,1,"Excision of Right Ankle Bursa and Ligament, Open Approach"
0KD50ZZ,2,"Extraction of Right Shoulder Muscle, Open Approach"
0RHV04Z,1,"Insertion of Internal Fixation Device into Left Metacarpophalangeal Joint, Open Approach"
0PPQ34Z,1,"Removal of Internal Fixation Device from Left Metacarpal, Percutaneous Approach"
4891,2,Incision of rectal stricture
0U9GXZZ,1,"Drainage of Vagina, External Approach"
0D9530Z,1,"Drainage of Esophagus with Drainage Device, Percutaneous Approach"
03UD07Z,5,"Supplement Right Hand Artery with Autologous Tissue Substitute, Open Approach"
0JXG0ZZ,1,"Transfer Right Lower Arm Subcutaneous Tissue and Fascia, Open Approach"
0X6V0Z0,1,"Detachment at Right Little Finger, Complete, Open Approach"
0RSU34Z,3,"Reposition Right Metacarpophalangeal Joint with Internal Fixation Device, Percutaneous Approach"
0F9880Z,3,"Drainage of Cystic Duct with Drainage Device, Via Natural or Artificial Opening Endoscopic"
0QU93JZ,1,"Supplement Left Femoral Shaft with Synthetic Substitute, Percutaneous Approach"
9602,2,Insertion of oropharyngeal airway
B51V0ZZ,1,Fluoroscopy of Other Veins using High Osmolar Contrast
0SSC04Z,2,"Reposition Right Knee Joint with Internal Fixation Device, Open Approach"
0RB30ZX,1,"Excision of Cervical Vertebral Disc, Open Approach, Diagnostic"
7091,2,Other operations on vagina
0D9N40Z,1,"Drainage of Sigmoid Colon with Drainage Device, Percutaneous Endoscopic Approach"
1359,1,Other extracapsular extraction of lens
0U957ZZ,1,"Drainage of Right Fallopian Tube, Via Natural or Artificial Opening"
0CUV8JZ,2,"Supplement Left Vocal Cord with Synthetic Substitute, Via Natural or Artificial Opening Endoscopic"
0CUT8JZ,2,"Supplement Right Vocal Cord with Synthetic Substitute, Via Natural or Artificial Opening Endoscopic"
0BBK3ZX,3,"Excision of Right Lung, Percutaneous Approach, Diagnostic"
5731,4,Cystoscopy through artificial stoma
0KC60ZZ,1,"Extirpation of Matter from Left Shoulder Muscle, Open Approach"
2W0BX4Z,1,Change Bandage on Left Upper Arm
02LR0ZT,3,"Occlusion of Ductus Arteriosus, Open Approach"
BW38ZZZ,1,Magnetic Resonance Imaging (MRI) of Head
0L8W3ZZ,1,"Division of Left Foot Tendon, Percutaneous Approach"
B41G0ZZ,1,Fluoroscopy of Left Lower Extremity Arteries using High Osmolar Contrast
02H733Z,1,"Insertion of Infusion Device into Left Atrium, Percutaneous Approach"
0J9F3ZX,2,"Drainage of Left Upper Arm Subcutaneous Tissue and Fascia, Percutaneous Approach, Diagnostic"
0KBQ3ZZ,1,"Excision of Right Upper Leg Muscle, Percutaneous Approach"
0CR0X7Z,2,"Replacement of Upper Lip with Autologous Tissue Substitute, External Approach"
0CR2X7Z,1,"Replacement of Hard Palate with Autologous Tissue Substitute, External Approach"
09UR07Z,1,"Supplement Left Maxillary Sinus with Autologous Tissue Substitute, Open Approach"
09UQ07Z,1,"Supplement Right Maxillary Sinus with Autologous Tissue Substitute, Open Approach"
087Y0DZ,1,"Dilation of Left Lacrimal Duct with Intraluminal Device, Open Approach"
2W38X2Z,1,Immobilization of Right Upper Extremity using Cast
0PSF34Z,2,"Reposition Right Humeral Shaft with Internal Fixation Device, Percutaneous Approach"
0HSV0ZZ,6,"Reposition Bilateral Breast, Open Approach"
0HSWXZZ,1,"Reposition Right Nipple, External Approach"
03VJ3DZ,3,"Restriction of Left Common Carotid Artery with Intraluminal Device, Percutaneous Approach"
0GB70ZZ,1,"Excision of Right Carotid Body, Open Approach"
0QH534Z,2,"Insertion of Internal Fixation Device into Left Acetabulum, Percutaneous Approach"
0YJH4ZZ,1,"Inspection of Right Lower Leg, Percutaneous Endoscopic Approach"
30233W1,1,"Transfusion of Nonautologous Factor IX into Peripheral Vein, Percutaneous Approach"
0T9700Z,1,"Drainage of Left Ureter with Drainage Device, Open Approach"
0X6B0ZZ,1,"Detachment at Right Elbow Region, Open Approach"
0RPJ08Z,3,"Removal of Spacer from Right Shoulder Joint, Open Approach"
0JCM3ZZ,3,"Extirpation of Matter from Left Upper Leg Subcutaneous Tissue and Fascia, Percutaneous Approach"
2260,2,"Sinusectomy, not otherwise specified"
0WBL3ZX,1,"Excision of Lower Back, Percutaneous Approach, Diagnostic"
0116,3,Intracranial oxygen monitoring
04HD3DZ,2,"Insertion of Intraluminal Device into Left Common Iliac Artery, Percutaneous Approach"
0D9Q3ZX,1,"Drainage of Anus, Percutaneous Approach, Diagnostic"
031B0KF,1,"Bypass Right Radial Artery to Lower Arm Vein with Nonautologous Tissue Substitute, Open Approach"
0PSD06Z,1,"Reposition Left Humeral Head with Intramedullary Internal Fixation Device, Open Approach"
0V95XZZ,3,"Drainage of Scrotum, External Approach"
